timestep,total_population,resource_concentration,antibiotic_level,cooperation_index,competition_index,mutation_frequency,avg_fitness,genotype_diversity,genotype_0_density,genotype_1_density,genotype_2_density,genotype_3_density,genotype_4_density,genotype_5_density,genotype_6_density,genotype_7_density,genotype_8_density,genotype_9_density,genotype_10_density,genotype_11_density,genotype_12_density,genotype_13_density,genotype_14_density,genotype_19_density,genotype_16_density,genotype_17_density,genotype_20_density,genotype_24_density,genotype_15_density,genotype_18_density,genotype_22_density,genotype_25_density,genotype_28_density
36,1188,60,0.0,0.008417508417508417,0.003367003367003367,0.9375,66.33535383290449,16,0.9747474747474747,0.0016835016835016834,0.0025252525252525255,0.0016835016835016834,0.0025252525252525255,0.0016835016835016834,0.0025252525252525255,,,0.0025252525252525255,0.0016835016835016834,0.0016835016835016834,,,,,,,,,,,,,
37,1203,60,0.0,0.00914380714879468,0.004156275976724855,0.9375,65.81421252337499,16,0.9742310889443059,0.0016625103906899418,0.0024937655860349127,0.0016625103906899418,0.0024937655860349127,0.0016625103906899418,0.0024937655860349127,,,0.0024937655860349127,0.0016625103906899418,0.0024937655860349127,,,,,,,,,,,,,
38,1222,60,0.0,0.00900163666121113,0.004909983633387889,0.9375,65.26900412999568,16,0.972176759410802,0.0016366612111292963,0.0024549918166939444,,0.0024549918166939444,0.0024549918166939444,0.0024549918166939444,,,0.0024549918166939444,,0.0024549918166939444,0.0024549918166939444,0.0024549918166939444,,,,,,,,,,,
39,1234,60,0.0,0.008914100486223663,0.004862236628849271,0.9375,64.75431431688412,16,0.9724473257698542,0.0016207455429497568,0.0024311183144246355,,0.0024311183144246355,0.0024311183144246355,0.0024311183144246355,,,0.0024311183144246355,,0.0024311183144246355,0.0024311183144246355,0.0024311183144246355,,,,,,,,,,,
40,1248,60,0.0,0.008814102564102564,0.005608974358974359,0.9375,64.24068662811788,16,0.9719551282051282,0.0016025641025641025,0.002403846153846154,,0.002403846153846154,0.002403846153846154,0.002403846153846154,,,0.002403846153846154,,0.002403846153846154,0.002403846153846154,0.003205128205128205,,,,,,,,,,,
41,1275,60,0.0,0.008627450980392156,0.006274509803921568,0.9411764705882353,63.68512924481512,17,0.9709803921568627,0.001568627450980392,0.002352941176470588,,0.002352941176470588,0.002352941176470588,0.002352941176470588,,,0.003137254901960784,,0.002352941176470588,0.002352941176470588,0.003137254901960784,,,,,,,,,,,
42,1290,60,0.0,0.009302325581395349,0.006201550387596899,0.9444444444444444,63.16979901416849,18,0.9705426356589147,0.0015503875968992248,0.002325581395348837,,0.002325581395348837,0.002325581395348837,0.002325581395348837,,,0.0031007751937984496,,0.002325581395348837,0.002325581395348837,0.0031007751937984496,,,,,,,,,,,
43,1305,60,0.0,0.009195402298850575,0.006130268199233717,0.9444444444444444,62.66408806640331,18,0.9708812260536398,0.0015325670498084292,0.0022988505747126436,,0.0022988505747126436,0.0022988505747126436,0.0022988505747126436,,,0.0030651340996168583,,0.0022988505747126436,0.0022988505747126436,0.0030651340996168583,,,,,,,,,,,
44,1322,60,0.0,0.009077155824508321,0.007564296520423601,0.9444444444444444,62.163856470509096,18,0.9697428139183056,0.0015128593040847202,0.0022692889561270802,,0.0022692889561270802,0.0022692889561270802,0.0022692889561270802,,,0.0030257186081694403,,0.0022692889561270802,0.0022692889561270802,0.0037821482602118004,,,,,,,,,,,
45,1345,60,0.0,0.008921933085501859,0.009665427509293681,0.95,61.64055017394072,20,0.9672862453531599,0.001486988847583643,0.0022304832713754648,,0.0022304832713754648,0.0022304832713754648,0.0022304832713754648,,,0.002973977695167286,,0.0022304832713754648,0.0022304832713754648,0.0044609665427509295,,,,,,,,,,,
